phrase,level
bombards,2
Uzumaki,2
parallel,2
prostituted,2
muse,2
recycles,2
Large,2
Milder,2
plumbed,2
Marcus,2
copies,2
sources,2
Criminal,1
apartheid,2
hammer,2
genesis,2
animatronic,2
Disneyland,2
sabotaged,1
bombs,1
Hollywood-action,2
creatively,3
stillborn,1
iota,2
hunk,4
splendour,3
K.,2
Dick,2
Horrible,0
hideous,0
yellow,2
excepting,2
encountered,2
purposeless,1
pandemonium,2
sulking,2
self-indulgence,2
Dot,2
Com,2
thirty,2
Byzantine,2
incarnations,2
pleasuring,3
Synthetic,2
description,2
sacrifices,2
high-powered,3
Impostor,2
tunnels,2
attackers,2
surveillance,2
technologies,2
seller,2
Foolish,1
Choices,2
spice,3
burger,2
expensive,2
thesps,2
slumming,1
surface-effect,2
Fiennes,2
joyless,0
indulge,2
daydreams,2
charmless,1
vacant,1
Poor,1
bluescreen,2
ultra-cheesy,1
radical,2
super-serious,2
super-stupid,0
stocked,2
awfulness,1
Splash,2
sharper,3
lens,2
Shallow,1
noisy,1
Morrissette,2
Granddad,2
Nouvelle,2
Vague,0
Jean-Luc,2
baffle,2
hide-and-seek,2
squabbling,2
Phantom,2
Menace,2
raving,2
Philosophically,2
intellectually,2
logistically,3
police-oriented,2
participation,3
TNT,3
Original,2
Coupling,2
disgracefully,1
flailing,1
opera-ish,2
cross-cultural,2
perennial,2
Coal,2
stockings,2
junk,2
eye-filling,3
wide-screen,2
disloyal,1
satyr,2
Self-congratulatory,1
ill-informed,1
style-free,1
Hallmark,2
Freddy,2
Molested,1
Fingered,2
Tara,2
Reid,2
six-time,2
Tropic,2
Pageant,2
ensuing,2
resolutions,2
Normally,2
295,2
preview,2
indignant,1
preemptive,2
remarks,2
geared,3
engendering,2
probation,2
officer,2
Malone,3
Hunger,2
People,2
Brainless,1
fifties,2
teen-gang,2
rough-trade,2
homo-eroticism,2
sillified,2
stop-and-start,2
condone,2
tortuous,0
long-running,2
half-dozen,2
Dripping,2
bypassing,2
trivialize,2
Hard-core,2
Stiff,2
addiction,2
junk-calorie,1
ruined,1
improbabilities,2
temper,2
impacting,2
Generic,2
slasher-movie,2
nary,2
sleeper,3
pollute,2
pool,2
rigidly,2
paradigm,2
permitting,2
well-worn,2
BMW,2
haranguing,2
turd,0
squashed,1
truck,2
preferably,2
semi,2
Glover,2
irrepressible,2
River,2
Edge,2
Shatner,2
re-hash,2
jump,2
hopes,2
camouflage,2
appreciative,3
nausea,1
numbingly,2
dull-witted,0
disquietingly,1
jams,2
prefabricated,1
nonexistent,2
amateur,2
bailiwick,2
pregnant,2
chances,2
insult,1
informs,3
Stuffy,1
Costner,2
self-righteous,2
monopoly,2
Chai,2
disconcertingly,1
oblivious,1
backdrops,2
grimly,1
developing,2
attachment,2
sweep,2
episodic,2
choppiness,1
thrust,2
unseemly,2
congratulate,2
college-spawned,2
Colgate,2
U.,2
Broken,1
Lizard,2
Cheech,2
Chong,2
CHiPs,2
Super,3
Troopers,2
amalgam,2
existing,2
Zucker,2
Brothers\/Abrahams,2
post-modern,2
Farrelly,2
bemused,2
contempt,1
PBS,2
program,2
restage,2
bathtub,2
slickly,3
grey,2
antiseptic,2
desiccated,1
African-Americans,2
insensitivity,1
tripe,1
groundbreaking,3
thirty-three,2
One-sided,1
Stylistically,2
overrides,1
vicarious,2
shifting,2
defeats,2
Paramount,2
imprint,2
European,2
pickup,2
Wiser,2
tactfully,3
pretended,1
Believability,3
Sewer,2
rats,2
skeeved,1
Mattel,3
executives,2
lobbyists,2
tinsel,2
shortest,2
Hole,2
outrage,2
hastily,2
amateurishly,1
martial-arts,2
Busy,2
forte,2
loveable,3
News,2
Leroy,2
Guns,2
skippable,1
hayseeds-vs,2
greaseballs,2
Louiso,2
dawdle,2
disaffected-indie-film,2
mode,2
late-inning,2
straddles,2
fence,2
boldface,2
libidinous,2
dwellers,2
obscenely,1
Sidewalks,2
Largely,2
foundering,2
athleticism,2
WWII,2
Patchy,1
low-tech,1
happenstance,2
overladen,1
talked,2
servitude,2
skirts,2
flop,1
generically,1
forgettably,1
frustrations,1
sitcom-worthy,2
overstylized,1
pur茅ed,2
m茅lange,2
wankery,2
unhappily,1
Ignore,2
Malle,2
dud,1
Slob,1
reductions,2
Runyon,2
crooks,2
wasting,1
Legally,2
Blonde,2
Abomination,0
smell,2
grease,2
Bear,2
hairier,2
tax,2
Einstein,2
Amidst,2
sympathizing,3
100-year,2
interrupted,1
Hurley,2
bathing,2
screed,2
curmudgeonly,1
playwright,2
grounds,2
overstuffed,1
improbably,1
forbearing,1
contend,2
child-rearing,2
Los,2
Angeles,2
Uwe,2
Boll,2
blah,1
Phoenix,2
literarily,2
hard-partying,2
fetid,2
fame,2
uglier,1
homosexual,2
TV-insider,2
unity,2
admiring,3
Cacoyannis,2
dust-caked,1
stagnation,1
fades,1
suspects,2
endorses,3
merit,2
depend,2
associations,2
Includes,2
Wade,2
workmanlike,3
cycle,2
recognized,3
bilked,1
overacted,1
wattage,2
tumult,2
Conforms,2
Scarface,2
Carlito,2
verdict,2
Downbeat,2
period-perfect,3
hammers,2
scarier,2
troupe,2
Pap,2
invested,2
undergraduate,2
doubling,2
subtexts,2
stabs,1
wizard,2
stalked,2
creepy-crawly,2
bug,2
unnamed,2
substitutable,1
hushed,2
Ethan,2
Hawke,2
Chelsea,2
Walls,2
tempted,2
Gentle,2
Into,2
redundancies,1
experienced,3
inexpressive,1
disagree,3
Rorschach,2
Clare,2
Peploe,2
Pie-like,2
irreverence,2
Video,2
Xerox,2
Illiterate,0
inert,2
rancid,2
Balto,2
Toy,2
Essentially,2
procedural,2
wanders,1
Hopkins,3
Horton,2
O'Fallon,2
Gaitskill,2
evasive,1
Erin,2
Brockovich,2
Sight,2
Eleven,2
expeditious,2
Usual,2
Suspects,2
reassure,2
bike,2
Vittorio,2
Sica,2
self-exploitation,2
soft-porn,1
powerment,2
unpersuasive,1
evolving,3
Genevieve,2
LePlouff,2
option,2
creators,2
Giovanni,2
psychiatrist,2
Alternative,2
medicine,3
trajectory,2
Someone,2
posits,2
heretofore,2
unfathomable,1
boat,2
Laconic,2
rancorous,2
outline,2
frat,2
wisecracking,2
Mystery,2
Science,2
revelled,2
shallows,2
cousin,2
bottom-feeder,1
Escape,2
printed,2
Iles,3
Thought,2
Awful,0
duking,2
poky,1
pseudo-serious,2
workshops,2
Mediocre,1
nurtured,2
Sparks,2
lurking,2
spoil,2
Bottom-rung,1
modem,2
disconnects,1
critic-proof,4
oh-so,2
misfires,1
Lacking,1
Crossroads,2
cutoffs,2
Cassavetes,2
Afternoon,2
didactic,2
Buries,2
mountain,2
borrowed,2
Chips,2
Block,1
overwritten,1
surfeit,2
flowery,3
roads,2
uncharismatically,1
r茅sum茅,2
Bar,2
magician,2
unencouraging,0
threefold,2
expansion,2
stunt-hungry,2
dimwits,0
collected,2
pranks,2
etc.,2
Joshua,2
Luis,2
Ace,2
Ventura,2
Pollak,2
wrestler,2
Chyna,2
Dolly,2
Parton,2
resumes,2
Puportedly,2
Events,2
convolution,2
claim,2
lumpy,2
two-day,2
paws,2
un-bear-able,1
appealingly,3
enacted,2
cobbled,2
self-absorbed,1
featured,2
whiney,1
bugged,2
unsaid,2
bug-eye,2
dead-eye,2
Pelosi,2
Shakes,2
Clown,2
Jeopardy,2
glass-shattering,2
racist,0
snuck,2
Jo茫o,2
Pedro,3
Rodrigues,2
unwillingness,2
cheats,2
retreats,2
Thoughtless,1
Scouse,2
Comic,2
Simpsons,2
Juwanna,2
Wewannour,2
Newcomer,2
helmer,3
hamstrung,1
tux,2
wearer,2
superman,2
allowed,2
siuation,2
postapocalyptic,2
disadvantage,2
faulted,2
Lucy,2
overstays,1
hurry,2
uncompelling,0
decomposition,1
healthy,2
cloak,2
romanticization,3
semi-autobiographical,2
sloppily,1
Bugsy,2
caterer,2
na茂vet茅,1
arbitrary,2
flashbacks,2
struts,2
pinned,2
huckster,2
lapel,2
decorates,2
Build,2
robots,2
website,2
3\/4th,2
spry,2
2001,2
slapdash,2
sequel-for-the-sake,1
of-a-sequel,2
woefully,2
Kalvert,2
gangs,1
turf,2
1958,2
Coburn,2
inconceivable,1
kills,2
believability,3
no-surprise,1
Banderas,2
pitiful,1
DOA,2
Jaw-droppingly,3
straining,2
Ritter,2
First-timer,2
Distances,2
herrings,2
register,2
mouthpieces,2
motifs,2
achieved,3
lottery,2
metal,2
fireballs,2
winces,2
clutches,2
gasps,2
ahem,2
ailments,1
uninflected,2
ambitiously,2
abused,1
autistic,1
depraved,0
ABC,2
docile,2
wordless,2
ethnographic,2
extras,2
appearing,2
cynic,2
groaner,1
zero-dimensional,1
unlikable,0
2_1\/2,2
dissipated,2
cliche-ridden,1
Clyde,2
Barrow,2
leafing,2
photos,2
accompanied,2
sketchiest,1
captions,2
half-lit,2
dorm,2
coda,2
fluke,1
Fangoria,2
subscriber,1
excited,3
Janey,3
obligations,2
guessable,2
echoes,3
morbidity,2
Asia,2
Shu,2
insufficiently,1
cathartic,1
hibernation,2
reports,2
Loosely,2
skidding,1
patch,2
Limps,2
squirm-inducing,2
fish-out-of-water,2
tearjerker,2
redeeming,2
chuckles,1
cesspool,0
loosely,2
connected,2
plots,2
Balkans,2
obstacle,2
Tolstoy,2
groupies,2
greedy,1
agents,2
Heathers,2
unwatchable,0
flounders,0
Plato,2
Greenlight,3
miniseries,2
Mom,2
Dad,2
rejected,1
astronomically,2
slimed,1
Art,2
Sacre,2
bleu,2
Magnifique,3
cheering,3
bore-athon,1
insufferable,0
repugnance,1
barbed,2
poo-poo,1
sleep-inducingly,1
slow-paced,2
phoney-feeling,1
overly-familiar,1
cipherlike,2
ruthlessly,2
pained,1
staring,3
Ponderous,2
dislikable,1
sociopathy,2
scam,1
Entertainment,3
suckers,1
surrender,2
93,2
unrecoverable,0
recovering,2
ridiculousness,1
sorely,2
careening,2
salvage,2
moulds,2
up-and-coming,2
Ship,2
landbound,2
gender-provoking,3
submerged,2
peekaboo,2
clothing,2
pimps,2
Long,1
boardwalk,2
laudable,3
hot-button,2
adrift,2
unifying,3
Sophisticated,3
sophisticates,2
Excruciatingly,1
pitifully,1
unromantic,1
kiddie-oriented,2
gum,2
sneak,2
deviously,2
adopts,2
guise,2
bomb,0
hodgepodge,1
miserable,0
coincidence,2
Admirably,3
unrequited,2
angst-ridden,1
covered,2
Ordinary,2
lewd,2
paper-thin,2
bang-the-drum,2
odoriferous,2
crawl,2
Enter,3
Fist,2
Hardman,2
anti-Catholic,2
protestors,2
unfaithful,1
gesturing,3
bedeviled,2
miscalculates,2
fiddle,2
melange,2
Obviously,2
bid,2
monotonous,1
treachery,1
drowns,2
sap,2
devotedly,2
pin-like,2
recreation,2
scuttled,1
devastation,1
disease,1
to-do,2
19th-century,2
faulty,1
spotty,1
stomps,2
hobnail,2
boots,2
Natalie,2
Babbitt,2
troubling,1
paint,2
motorized,2
scooter,2
dewy-eyed,2
kid-movie,2
hectic,2
homiletic,2
Kicks,2
inauspicious,2
mopes,1
tract,2
meanderings,2
lessen,2
psychodramatics,2
setpiece,2
conspicuously,2
blowout,2
Kitschy,2
downplaying,2
she-cute,3
troubled,1
homicide,2
scenarios,2
sermonize,1
seventy-minute,2
wordy,1
wisp,2
avid,3
impatient,2
strenuous,1
clinch,2
Razzie,2
strung-together,2
escapades,2
goose,2
gander,2
amuses,3
AIDS,1
all-inclusive,2
uptight,1
bores,1
dopey,1
clothed,2
hipness,3
expressly,2
sewage,1
shovel,2
gullets,2
simulate,2
sustenance,2
Sinks,1
court,2
maneuvers,2
palm,2
SC2,2
autopilot,2
concoction,2
masters,2
dog-paddle,2
brawny,2
bill,2
unqualified,2
entering,3
synagogue,2
temple,2
Seemingly,3
ramblings,2
smorgasbord,2
soliloquies,2
spousal,2
spawned,2
tantamount,2
Sept.,2
Disney-style,2
prayer,2
hunky,2
has-been,1
castle,2
sky,2
nurses,2
gaping,1
pilot,2
Olympic,2
brain-deadening,2
hangover,2
blustery,1
insomnia,1
steam,2
paces,2
arguing,2
Tap,2
substitutes,2
rollerball,2
sanitised,2
surgeon,2
mends,2
meticulously,2
decommissioned,2
majority,2
startle,2
stifled,1
prevalence,2
fast-forward,1
stringently,2
Ear-splitting,1
crash-and-bash,1
lumpish,2
likably,2
fuddy-duddy,1
overload,2
irreparably,1
Schaefer,2
Glitter,2
mid-to-low,2
betrayed,2
origin,2
Fleder,2
Aiello,2
mumbles,2
guilt-trip,1
Annie-Mary,2
analyze,2
Friggin,2
Garth,2
progressed,2
Wayne,2
dodge,3
Neeson,2
capably,2
implausible,1
Je-Gyu,2
limerick,2
scrawled,1
Saddam,2
Hussein,2
U.N.,2
permission,2
scummy,1
ripoff,0
Cronenberg,2
Videodrome,2
distressingly,1
Nike,2
rebellious,1
redone,2
fewer,2
inadvertent,1
testimonial,2
cruelties,2
blacks,2
distilled,2
Caucasian,2
work-hours,2
health,2
fortune,2
salaries,2
cars,2
spliced,2
Midnight,2
Run,2
48,2
quasi-improvised,2
agape,2
punched,2
Unofficially,2
Officially,2
bestial,2
fragmented,1
spinoff,2
Halfway,2
dwindles,1
lured,2
Authentic,3
Control-Alt-Delete,1
Follows,2
bleed,2
Olympus,2
raising,2
cremaster,2
Hip-Hop,2
underlies,2
Vaguely,2
under-10,2
futile,1
moviemakers,2
keg,2
intimidated,2
chokes,1
feminist,2
posing,2
aftertaste,1
populating,2
meanspirited,2
cardboard,2
cash,2
camouflaging,2
grotesque,0
interminable,2
Eccentric,3
stave,2
doldrums,1
involvement,3
hottest,2
hippest,3
outdated,1
swagger,2
shuck-and-jive,2
tad,2
intelligibility,2
despairingly,2
Butterfingered,1
big-fisted,3
Jez,2
Butterworth,2
sensitivities,2
clamorous,2
forewarned,2
depressed,1
drown,2
unbearable,0
gushy,2
S,2
neutral,2
uphill,2
poorly-constructed,1
laughingly,3
Good-looking,3
Clueless,1
Fork,2
resurrection,2
irksome,2
complacency,2
rediscovers,3
DeMeo,2
Dash,2
aptitude,2
Abdul,2
Malik,2
Abbott,2
Ernest,2
Tron,2
Initially,2
POW,2
vast,2
filmgoers,2
Observant,2
vies,2
Orson,2
Shunji,2
Chou,2
payoffs,2
Thriller,3
Traffic,3
jump-in-your-seat,3
backseat,2
Laurence,2
Coriat,2
coinage,2
pawn,2
disabilities,2
hypertime,2
reverse,2
trope,2
Rumor,1
Angels,2
avalanches,2
fuzziness,1
whoop,2
Shankman,2
Janszen,2
bungle,2
parables,2
brats,2
Slack,2
peopled,2
balding,1
50-year-old,2
log,2
uncool,2
Gadzooks,2
entr茅e,2
flavorless,1
handle,2
conceptions,2
objects,2
Needs,2
impressionistic,3
slow-motion,2
quick-cut,2
card,2
splatterfests,1
user-friendly,3
Disreputable,1
doings,2
substandard,1
work-in-progress,2
megaplexes,2
chosen,2
exposing,2
oh-those-wacky-Brits,2
ushered,2
smash,2
Femme,2
bait-and-switch,2
Clue,2
misunderstanding,2
Marivaux,2
Fluffy,3
neo-noir,2
hiding,2
Sontag,2
Stern,2
popping,2
illogical,1
personable,2
beer,2
Uma,2
shelves,2
aborted,2
Waking,2
Up,3
teen-targeted,2
highly-praised,3
disappointments,0
Neverland,2
Schiffer,3
Hossein,3
Amini,2
modernize,2
reconceptualize,2
Strong,2
oh-so-important,3
reinforcement,2
Devolves,2
leaning,2
badly-rendered,0
shiver,2
grandfather,2
evidence,2
Plods,2
nosedive,1
infirmity,2
naive,1
heart-string,2
pop-influenced,2
prank,2
claims,2
Winter,2
admirer,2
drawbacks,1
Lazily,1
Cirulnick,2
novelist,2
Thulani,2
104,2
artsploitation,2
bona,2
fide,2
groaners,1
framed,2
Barely,2
eternal,2
pique,2
Q,2
Quirky,2
grievous,1
obsessively,1
contact,2
icy,2
spout,2
break-ups,2
hook-ups,2
Hypnotically,2
laughably,1
wail,2
cadence,2
fifteen-year-old,2
suicidal,1
bravura,3
consummate,3
masquerade,2
wearisome,0
and-miss,2
projection,2
Ki-Deok,3
regular,2
bouts,2
defensible,2
Cry,2
Deliverance,2
Ode,2
made-for-movie,2
shallower,1
egregiously,1
1991,3
Rover,2
Dangerfield,2
shave,2
topping,2
cone,2
presumes,3
conscious,2
Qualities,2
2455,2
messenger,3
asset,3
atrocities,1
impersonal,1
Hate,1
Leaks,2
treacle,2
rogue,2
CIA,2
assassins,2
agency,2
boss,2
amnesiac,1
Damon\/Bourne,2
profundities,2
retrieve,2
trumps,4
tides,2
stagecrafts,2
bolder,3
burdened,2
accessibility,2
family-friendly,3
slowest,1
grasps,3
Unspools,2
highbrow,3
102-minute,3
blending,2
entrepreneurial,2
customers,2
glitzy,2
eighth-grader,3
Veggie,2
Tales,2
threshold,2
manifestations,2
Holy,2
Afterschool,2
Versace,3
Mad,2
cues,2
blacken,2
organ,2
vengefulness,2
remained,2
collage,2
dim,2
echo,2
hampered,1
biblical,2
unsalvageability,1
saddled,1
anarchy,1
pork,2
dumplings,3
fireworks,2
glamorous,3
moldering,1
strenuously,2
solemn,2
sharing,2
Rare,2
Birds,2
Shipping,2
transplant,2
soil,2
resists,2
intrusion,2
shores,2
wary,2
natives,2
demonic,1
Lisa,2
Rinzler,2
inhalant,2
blackout,2
transfigures,2
unchanged,2
dullard,1
detractors,2
accuse,2
humidity,2
spawn,2
fools,2
Quentin,2
branched,2
pseudo-witty,2
copycat,1
caf茅,3
overhearing,2
late-twenty-somethings,2
natter,1
tables,2
all-over-the-map,1
pared,2
TV-movie,2
chapter,2
drinker,2
represent,2
exemplify,2
laziest,0
Nearly,2
Collapses,1
meager,1
been-there,2
adored,4
resoundingly,3
Technically,2
bewildered,2
spookily,2
abrupt,1
glucose,2
cello,2
culled,2
funeral,1
cold-hearted,1
fax,3
secretary,2
Sodden,1
Priggish,1
lethargically,1
renewal,3
ankle-deep,2
50-million,2
US,3
third-person,2
prettiest,3
Written,2
Kendall,2
Ed,2
Decter,2
Yosuke,2
Saeko,2
invited,2
soiree,2
morsels,2
Millions,2
heaped,2
reap,2
Freaky,2
unfairly,1
fabricated,1
violated,1
targets,2
raunch-fests,2
unmentionables,2
Aussie,2
channels,2
not-quite-dead,2
outage,2
Scooter,2
cards,2
fascinated,3
killers,2
punishment,2
sportsmanship,2
stand-off,2
trump,3
mid-section,2
molehill,2
restate,1
knock-off,1
horizons,3
dullness,1
decades-spanning,2
epics,3
strives,3
socially,2
encompassing,3
wavers,2
cellular,2
dodges,2
screenful,2
gamesmanship,2
transgressive,2
beast-within,2
shabby,2
piles,2
Action,2
peculiarly,1
amorality,2
Reyes,2
IQ,2
driver,2
unprovoked,2
suffocate,1
illumination,2
instances,2
gloomy,2
veil,2
timelessness,3
Mulan,2
Tarzan,2
teenybopper,2
Wood,2
pubescent,3
scandalous,2
high-strung,1
satisfactorily,3
interpreting,2
phantasms,2
imagined,2
pasts,2
cohesion,2
handicapped,2
Belgian,2
waffle,2
helpful,3
extremist,2
name-calling,1
calculating,2
fiend,1
self-promoter,2
Abandon,1
pseudo-intellectual,2
billing,2
Burke,2
Monster,2
horns,2
Due,2
stodgy,1
TelePrompTer,2
simpleminded,2
Nobody,2
cared,2
grayish,1
last-minute,1
Scream,2
avarice,1
witlessness,1
not-so-bright,2
daughter,2
trio,2
criminals,2
Guilty,2
attributable,2
Schnieder,3
bounces,3
wrists,2
tummy,2
huggers,2
twirling,2
finger,2
exclamation,2
wrecks,2
whistle,2
convinced,3
doltish,1
skunk,1
odor,2
fetishistic,2
Pretend,2
werewolf,2
avoiding,2
disturbance,1
teeny-bopper,1
potboiler,2
wastes,1
Jesus,2
cut-and-paste,2
action-movie,2
honors,2
invites,2
unflattering,1
comparisons,2
installments,2
out-of-field,2
detriment,1
polemical,2
Globetrotters-Generals,2
guy-in-a-dress,2
cafeteria,2
goulash,2
masturbation,2
assaults,2
upheaval,2
April,3
instalment,2
Independence,2
bushels,2
Twinkie,2
straddle,2
repetitively,1
awash,2
droning,1
Masseur,2
riding,2
Ganesh,2
Wimps,1
off-screen,2
clams,2
broiling,2
hackery,1
italics,2
evangelical,3
boosterism,2
Pollyana,2
retro-refitting,2
recall,2
Nickelodeon-esque,2
Sommers,2
title-bout,2
margaritas,2
warmed-over,2
desultory,1
girls-behaving-badly,2
Jam-packed,3
bruising,1
clocked,2
Wins,4
vote,2
Enemy,1
Helmer,2
Hudlin,2
dependence,2
edged,2
tome,2
Lazy,1
Formula,2
51,2
dulled,1
recreational,2
milked,1
lengthy,2
punchline,2
drawers,2
flattening,1
purports,2
teen-oriented,2
eloquence,3
Prelude,2
smoothed,2
tidings,2
Zeus,2
applauded,2
tireless,2
booking,2
passage,2
Reiner,2
sending,2
shapable,2
eroticism,2
pardon,2
goth,2
Blow,2
Boyz,2
Hood,2
tons,2
Troll,1
nightmares,1
Felinni,2
freakshow,0
Elmo,3
touts,2
coke,2
behaving,2
tied,2
soporific,2
repeated,1
tiresomely,1
crassly,1
comedically,2
coasting,2
persistent,2
woozy,1
personified,2
drain,1
Boasting,2
classified,2
nihilistic,2
summons,2
quadrangle,2
reference,2
imponderably,2
Muddled,1
paranormal,2
massacres,2
erupt,2
Kafka-inspired,2
Wanker,2
Goths,2
doubles,2
emaciated,1
Unambitious,1
animated-movie,2
failing,1
dictums,3
jostling,2
elbowed,2
rotoscope,2
According,2
swipes,2
Bambi,3
alas,2
imaginary,3
Fugitive,2
atrocious,0
luridly,2
Shows,2
miscast,2
overblown,1
Softly,2
Alas,2
lock,2
fighters,2
digitally,2
altered,3
jagged,2
monitor,2
Wahlberg,2
pokepie,2
handed,2
gods,2
dependable,2
botched,1
kilt-wearing,2
thrill-kill,2
cat-and-mouser,2
paint-by-numbers,1
Adolescents,2
lascivious-minded,2
tutorial,2
mistaken-identity,1
film-culture,2
referential,2
anemic,1
cries,2
bratty,1
Quelle,2
omission,2
caliber,3
wafer-thin,1
nimble,2
wades,2
Drunken,2
print,2
insignificance,1
ballsy,3
Bruckheimeresque,2
emulates,2
annex,2
behave,2
lungs,2
buying,2
pet,2
Ghosts,2
eliminating,2
beheadings,2
Five,2
clich茅-laden,1
watered,2
Bewitched,2
Spring,2
uninvolving,1
Bloodwork,2
stultifyingly,2
collar,2
Ten,3
13th,2
Clean,2
Sober,2
incarnation,2
Boat,2
derivativeness,1
crappy,0
full-blooded,3
Wobbly,1
Senegalese,2
Djeinaba,3
Diop,2
percentages,2
Ken,2
stab,2
hooliganism,2
double-barreled,2
shootout,2
Meat,2
Loaf,2
explodes,2
Bella,2
boundless,2
dies,1
pains,2
cancer,1
seductiveness,2
viability,2
special-effects,2
adept,3
uncommitted,1
ruse,2
tactic,2
stiflingly,1
Silbersteins,2
Opera,2
innate,2
flattened,2
closed-door,2
hanky-panky,2
juiceless,1
standoffish,2
saps,2
inarticulate,1
videotape,2
digital-effects-heavy,2
Aloof,2
low-rent,2
Alien,2
Serviceable,2
Merchant-Ivory,2
systematically,2
dear,2
split,2
Variety,2
wanna,2
clown,2
violently,2
gang-raped,2
slop,2
insults,1
limit,2
addictive,3
ambivalence,1
arduous,1
action-oriented,2
enemy,2
puppy,2
tedium,1
stench,1
frowns,2
romanticized,2
lounge,2
Chanukah,2
navigates,2
pomposity,1
pretentiousness,1
Been,2
baked,3
well-drawn,2
reeked,2
done-that,2
sameness,1
two-fifths,2
salvos,2
discernible,2
Bates,2
Bravado,2
undo,2
Unfunny,1
Reginald,2
slurs,1
Basically,2
romantic\/comedy,2
souvlaki,2
indigestion,2
Squandering,1
thoroughfare,2
tacks,2
Reeboir,2
varies,2
Said,2
pupils,2
Kurds,2
improvise,2
directionless,1
Co-writer\/director,2
Brazil-like,2
hyper-real,2
bastards,2
plagued,2
mighty,3
grounding,2
deviant,1
behaviour,2
latently,2
Horrendously,1
plainly,2
harps,2
media-constructed,2
jokey,2
unforgettably,2
uproariously,2
boiled,2
argot,2
self-amused,2
well-mounted,4
cross-dressing,1
gimmick,1
99-minute,3
stink,1
weighed,2
goodly,2
schoolboy,2
memoir,2
bytes,2
anciently,2
m茅tier,2
iceberg,2
melts,2
P.O.W.,2
insignificant,1
spiritless,2
ultra-loud,2
movie-of-the-week,3
Content,2
lionize,2
Gallic,2
fusty,2
Prophet,2
uselessly,1
money-grubbing,1
third-rate,1
scary-funny,3
demented-funny,2
Starship,2
swimfan,2
sprawl,2
uncoordinated,1
vectors,2
Live,2
blurry,2
step-printing,2
inadequate,1
Arthur,2
septuagenarian,2
crusty,1
medium-grade,2
fitfully,2
draft,2
homogenized,2
tattered,1
rose-tinted,2
embellished,2
Carrey,2
Rules,2
hijinks,2
Creek,2
blossom,2
puzzles,2
Plot,2
hypocritical,1
T-shirt,2
second-rate,1
amazement,3
participate,2
ill-advised,1
forgiven,2
breasts,2
foreshadowing,2
routinely,2
dynamited,3
Blethyn,2
Gregory,2
Hinton,2
strong-minded,3
viewpoint,2
perfervid,2
Owen,2
partnership,2
Strictly,2
retail,2
clerk,2
wheels,2
impassive,2
melodramas,2
adhering,2
annoyed,1
Derailed,1
throes,2
flush,2
testosterone,2
gears,2
non-Bondish,2
reactionary,2
ploughing,2
furrow,2
Flashy,3
whirling,2
ZigZag,2
densely,2
porno,1
Steinberg,2
venality,2
Episode,3
Attack,2
Clones,2
bare-bones,2
finished,2
Wanders,1
stylistically,3
Jeunet,3
Trier,2
Viewing,2
underdramatized,1
overstated,1
transcript,2
session,2
Freudian,2
tomfoolery,2
mantra,2
Translation,2
TUCK,2
EVERLASTING,2
immortals,2
Giler,2
bags,1
heed,2
speeds,2
cockeyed,2
Lush,3
stills,2
mattered,2
Sterile,1
Color,2
Warmth,3
unfold,2
spies,1
deer,2
waxes,2
template,2
Wraps,2
Choppy,2
Lifestyle,2
sloughs,2
mire,2
alleged,2
presses,2
limpid,2
mesmerised,4
fanboy,2
numbing,1
heyday,2
'90s,2
BarberShop,2
prosaic,2
underscoring,2
trusted,2
denouement,1
well-produced,4
joylessly,1
whooshing,2
emptily,2
self-control,2
Enthusiastically,3
Becker,2
demographically,2
Graffiti,2
distinguishable,3
actory,2
concoctions,2
defined,3
dimness,1
reeks,2
forgot,3
rejigger,2
parlance,2
lick,2
destructive,1
\*\*\*\*,2
lower,2
I.Q.,2
entered,2
fifteen-minute,2
idiotically,1
feardotcom.com,2
improperly,2
Rea,2
Upper,2
Teens,2
Smaller,2
Vivi,2
Schwentke,2
quota,2
shaping,2
warden,2
singer-turned,2
miracles,3
Hrs,1
showboating,2
wise-cracker,2
gabbiest,2
giant-screen,2
bogging,2
barrage,2
Annie,2
Crispin,2
screwing,1
acidic,2
all-male,2
Eve,2
Intermezzo,2
insufferably,1
constricted,1
tighter,2
editorial,2
firmer,2
idling,2
overinflated,1
mythology,2
recognizes,2
extrusion,2
Borrows,2
tagline,2
snore,1
Hermocrates,2
Leontine,2
amours,3
drive-by,2
aircraft,2
carrier,2
sentimentalized,1
Stress,2
edit,1
uninitiated,2
infuriatingly,2
heap,2
coming-of-age\/coming-out,2
mount,2
cogent,2
defense,2
marveling,3
superhuman,2
withstand,2
Distinctly,2
sub-par,1
shivers,2
spine,2
overripe,2
arm,2
Rosemary,2
Baby,2
well-conceived,4
Bazadona,2
Woodard,2
relied,2
surround,2
Frankie,2
contemptuous,2
zip,2
smeary,1
noticed,2
tv,2
tardier,1
exploiting,1
novelty,2
webcast,2
Roy,2
1973,2
Sting,1
quibble,2
cackles,2
blueprint,2
hundreds,2
bidder,3
sexploitation,1
masquerading,2
governs,2
cliques,2
Falls,2
detachment,2
emerged,2
Brooks,2
tick-tock,1
yelling,2
endeavors,3
interlocked,2
begs,2
parodied,2
loony,1
swimming,2
Claims,2
Purposefully,2
eroticized,2
slapped,2
hairpiece,2
Lai,2
bitten,2
drunken,1
awry,1
hour-and-a-half-long,2
Phoned-in,2
rain,2
offset,2
Director-chef,2
